Inguinal hernia	HP:0000023
Abnormal distribution of retinal arterioles and venules	None
Total colorblindness	None
Complete achromatopsia	None
Monochromacy	None
Scintillating scotoma	None
Esotropia	None
Inward turning cross eyed	None
Choriocapillaris atrophy	None
Abnormal multifocal electroretinogram	None
Optic nerve compression	None
Vitreous inflammatory cells	None
Intraretinal hyporeflective spaces on macular OCT	None
Corneal crystals	None
Corneal deposits	None
Foveal atrophy	None
Lens issue	None
Abnormality of the lens	None
Lens disease	None
Oval pupil	None
Absence of eyeballs	None
Failure of development of eyeball	None
Missing eyeball	None
No eyeball	None
Clinical anophthalmia, unilateral/bilateral	None
Absence of globes of eyes	None
Ocular absence	None
Anophthalmia	None
Anophthalmia, clinical	None
No globe of eye	None
Missing globe of eye	None
Abnormal visual field test	None
Increased Arden ratio of electrooculogram	None
Increased Arden ratio of EOG	None
Hypometric upward saccades	None
Double vision	None
Diplopia	None
Choroid hemorrhage	None
Choroidal hemorrhage	None
Intraretinal exudate	None
Anterior chamber inflammatory cells	None
Fundus albipunctatus	None
Microtropia with identity	None
Lateral rectus muscle restriction	None
Hyperdeviation	None
Tonic pupil	None
Adie's tonic pupil	None
Adie pupil	None
Beaded vitreous appearance	None
Abnormal Ishihara plate test	None
Vitreoretinopathy	None
Vitreoretinal degeneration	None
Vitreoretinal abnormality	None
Cone rod dystrophy	None
Cone-rod retinal dystrophy	None
Cone/cone-rod dystrophy	None
Photodysphoria	None
Photophobia	None
Extreme sensitivity of the eyes to light	None
Light hypersensitivity	None
Cyclodeviation	None
Divergent strabismus	None
Exodeviation	None
Unaided visual acuity 1.3 LogMAR	None
Moderate vision loss	None
Moderate visual loss	None
Moderately reduced visual acuity	None
Moderate visual impairment	None
Moderate reduction in visual acuity	None
Fully accomodative esotropia	None
Coloboma	None
Ocular colobomas	None
Ocular coloboma	None
Notched pupil	None
Retinal crystals	None
Tortuosity of conjunctival vessels	None
Punctate lenticular opacities	None
Punctate cataract	None
Best corrected visual acuity 0.1 LogMAR	None
Abnormal Pelli Robson contrast sensitivity chart test	None
Abnormal smooth pursuits	None
Irregular visual pursuit movements	None
Impaired smooth pursuit ocular movements	None
Abnormality of ocular smooth pursuit	None
Disrupted ocular pursuit movements	None
Macular edema	None
Macular oedema	None
Hypoplasia of proximal fibula	None
Underdeveloped innermost upper end of calf bone	None
Small innermost upper end of calf bone	None
Irregular patellar contour	None
Irregular patellae	None
Irregular patellar margins	None
Stippling of the epiphysis of the middle phalanx of the 2nd finger	None
Speckled calcifications in end part of the middle bone of the index finger	None
Small end part of the outermost bone of the 2nd toe	None
Small epiphysis of the distal phalanx of the 2nd toe	None
Irregular end part of the middle bone of the middle finger	None
Irregular epiphysis of the middle phalanx of the 3rd finger	None
Absent/small outermost bone of pinkie finger	None
Absent/underdeveloped outermost bone of pinky finger	None
Absent/small outermost bone of pinky finger	None
Aplasia/Hypoplasia of the distal phalanx of the 5th finger	None
Absent/small outermost bone of little finger	None
Abnormality of the calf musculature	None
Abnormality of calf musculature	None
Abnormal calf muscles	None
Complete duplication of the innermost 4th toe bone	None
Complete duplication of the proximal phalanx of the 4th toe	None
Wide outermost end of long bone	None
Distal widening of metacarpals	None
Enlarged epiphysis of the distal phalanx of the 2nd toe	None
Enlarged end part of the outermost bone of the 2nd toe	None
Bullet-shaped outermost bone of the 2nd toe	None
Bullet-shaped distal phalanx of the 2nd toe	None
Two carpal ossification centers present at birth	None
Shortened middle finger bones	None
Disproportionately short middle phalanges	None
Shortening of all middle phalanges of the fingers	None
Autoamputation of foot	None
Ulnar deviation of the 5th finger	None
Short middle phalanx of the fourth toe	None
Short middle bone of 4th toe	None
Hypoplastic/small middle phalanx of the 4th toe	None
Short middle phalanx of the 4th toe	None
Ivory epiphysis of the 1st metatarsal	None
Increased bone density of end part of the 1st long bone of foot	None
Tibial deviation of the 4th toe	None
Partial duplication of the middle phalanx of the 3rd finger	None
Partial duplication of the middle bone of the 3rd finger	None
Decreased or absent ankle reflexes	None
Decreased/absent ankle reflexes	None
Bracket shaped end part of the middle long bone of the index finger	None
Bracket epiphysis of the middle phalanx of the 2nd finger	None
Wide innermost bone of 3rd toe	None
Broad proximal phalanx of the 3rd toe	None
Synostosis involving bones of the lower limbs	None
Fusion involving the bones of the lower limbs	None
Interphalangeal extension contractures of thumbs	None
Contractures of the interphalangeal joint of the thumb	None
Fragmentation of the epiphysis of the proximal phalanx of the hallux	None
Fragmentation of the end part of the innermost bone of the big toe	None
Y-shaped metacarpals	None
Y-shaped long bone of hand	None
Small end part of the outermost bone of the little toe	None
Small epiphysis of the distal phalanx of the 5th toe	None
Small end part of the outermost bone of the pinky toe	None
Small end part of the outermost bone of the pinkie toe	None
Postaxial polysyndactyly of foot	None
Round humeral epiphyses	None
Round end part of long bone in upper arm	None
Bifid humerus	None
Notched long bone in upper arm	None
Patchy sclerosis of the middle phalanx of the 4th toe	None
Uneven increase in bone density in middle bone of the 4th toe	None
Spindle-shaped finger	None
Abnormality of the styloid process of ulna	None
Fused innermost bone of big toe	None
Symphalangism affecting the proximal phalanx of the hallux	None
Humeral cortical thickening	None
Curved proximal phalanx of the 4th finger	None
Curved innermost ring finger bone	None
Fragmentation of the end part of the 1st long bone of foot	None
Fragmentation of the epiphysis of the 1st metatarsal	None
Wide end part of upper limb bones	None
Wide epiphyses of the upper limbs	None
Broad epiphyses of the upper limbs	None
Abnormality involving the epiphyses of the lower limbs	None
Abnormality of lower limb epiphysis morphology	None
Abnormal shape of end part of lower limb end bone	None
Increased bone density in the middle bone of the 2nd toe	None
Sclerosis of the middle phalanx of the 2nd toe	None
Aplasia/Hypoplasia of the proximal phalanges of the toes	None
Absent/small innermost toe bones	None
Absent/underdeveloped innermost toe bones	None
Aplasia/hypoplasia of proximal toe phalanx	None
Irregular epiphysis of the distal phalanx of the thumb	None
Irregular end part of thumb outermost bone	None
Slender radius	None
Abnormality of the epiphysis of the proximal phalanx of the 3rd toe	None
Abnormality of the end part of the innermost bone of the 3rd toe	None
Partial/complete duplication of the distal phalanx of the 4th toe	None
Duplication of the distal phalanx of the 4th toe	None
Duplication of the distal phalanx of the fourth toe	None
Duplication of the outermost bone of the 4th toe	None
Increased bone density of end part of the ring finger bone	None
Ivory epiphyses of the 4th finger	None
Round end part of upper limb bones	None
Round epiphyses of the upper limbs	None
Synostosis involving bones of the upper limbs	None
Fusion involving bones of the upper limbs	None
Bullet-shaped middle bone of the 4th toe	None
Bullet-shaped middle phalanx of the 4th toe	None
Stippling of the epiphysis of the proximal phalanx of the 5th toe	None
Speckled calcifications in the end part of the innermost bone of the little toe	None
Speckled calcifications in the end part of the innermost bone of the pinkie toe	None
Speckled calcifications in the end part of the innermost bone of the pinky toe	None
Aplasia/Hypoplasia of the biceps	None
Absent/small biceps	None
Absent/underdeveloped biceps	None
Aplasia/hypoplasia involving bones of the extremities	None
Absent bones of the upper limbs	None
Aplasia involving bones of the upper limbs	None
Hypoplasia of deltoid muscle	None
Deltoid muscle hypoplasia	None
Irregular proximal humeral metaphyses	None
Proximal humeral metaphyseal irregularity	None
Short pointed digital bones	None
Short pointed phalanges	None
Abnormality of the epiphyses of the elbow	None
Abnormality of end part of the elbow bone	None
Cupped metaphyses of hand bones	None
Cupped wide portion of hand bones	None
Cupped metaphysis of hand bones	None
Delayed talus ossification	None
Uneven increase in bone density in the innermost bone of the 3rd toe	None
Patchy sclerosis of the proximal phalanx of the 3rd toe	None
Wide radius	None
Broad radius	None
Absent metacarpal epiphyses	None
Absent end part of the long bone of hand	None
Absent metacarpal ossification center	None
Legg-Calve-Perthes syndrome	None
Avascular necrosis of the capital femoral epiphysis	None
Osteochondrosis of the femoral head	None
Coxa plana	None
Osteonecrosis of the femoral head	None
Legg-Perthes disease	None
Perthes-like femoral head changes	None
Morbus Legg-Calve-Perthes	None
Irregular end part of the innermost pinky finger bone	None
Irregular end part of the innermost pinkie finger bone	None
Irregular end part of the innermost little finger bone	None
Irregular epiphysis of the proximal phalanx of the 5th finger	None
Sclerosis of the distal phalanx of the 4th toe	None
Increased bone density in the outermost bone of the 4th toe	None
Scapular winging	None
Scapular weakness	None
Scapula alata	None
Winged scapulas	None
Winged shoulder blade	None
Winged scapulae	None
Triangular shaped phalanges of the toes	None
Triangular shaped toe bones	None
Patchy sclerosis of the distal phalanx of the 5th finger	None
Uneven increase in bone density in the outermost bone of pinkie finger	None
Uneven increase in bone density in the outermost bone of little finger	None
Uneven increase in bone density in the outermost bone of pinky finger	None
Bracket shaped end part of little finger bone	None
Bracket epiphyses of the 5th finger	None
Bracket shaped end part of pinky finger bone	None
Bracket shaped end part of pinkie finger bone	None
Absent wrist bone	None
Missing wrist bone	None
Carpal bone aplasia	None
Absent carpal bones	None
Absent carpal ossification center	None
Absent carpal bone	None
Aplastic carpal bone	None
Abnormality of end part of pinky finger bone	None
Abnormality of the epiphyses of the 5th finger	None
Abnormality of end part of little finger bone	None
Abnormality of end part of pinkie finger bone	None
Irregular end part of the 1st long bone of hand	None
Irregular epiphysis of the 1st metacarpal	None
Absent pinkie finger	None
Aplasia of the 5th finger	None
Absent pinky finger	None
Absent little finger	None
Curved 2nd toe phalanx	None
Curved phalanges of the 2nd toe	None
Curved bones of the 2nd toe	None
Abnormality of the olecranon	None
Pseudoepiphysis of the middle phalanx of the 3rd finger	None
Pseudoepiphyses of middle phalanx of middle-finger	None
Absent outermost little finger bone	None
Absent outermost pinky finger bone	None
Absent outermost pinkie finger bone	None
Aplasia of the distal phalanx of the 5th finger	None
Symphalangism affecting the middle phalanges of the toes	None
Fused middle bones of toes	None
Decreased movement range in interphalangeal joints	None
Decreased range of movement range in hinge joints	None
Absent thumbs	None
Thumb aplasia	None
Aplasia of the thumb	None
Absent thumb	None
Short proximal phalanges	None
Short innermost finger bones	None
Shortening in proximal phalanges	None
Short proximal phalanx of finger	None
Hypoplasia of the proximal phalanges of the hand	None
Metaphyseal cupping	None
Patchy sclerosis of middle phalanx of finger	None
Uneven increase in bone density in the middle finger bones of the hand	None
Patchy sclerosis of the middle phalanges of the hand	None
Increased bone density of end part of the 2nd toe	None
Ivory epiphyses of the 2nd toe	None
Complete duplication of the little finger bone	None
Complete duplication of the phalanges of the 5th finger	None
Complete duplication of the pinky finger bone	None
Complete duplication of the pinkie finger bone	None
Shortening of all distal phalanges of the toes	None
Shortening of all outermost bone of the toes	None
Triangular end part of innermost long bone of the middle finger	None
Delta-shaped epiphysis of the proximal phalanx of the 3rd finger	None
Triangular epiphysis of the proximal phalanx of the 3rd finger	None
Absent distal interphalangeal creases	None
Absence of skin creases over distal interphalangeal joints	None
Aplasia of the distal interphalangeal creases	None
Distal finger flexion creases absent	None
Distal muscle weakness in lower limbs	None
Distal lower limb muscle weakness	None
Muscle weakness, lower limb, distal	None
Absent triceps	None
Triceps aplasia	None
Complete duplication of the proximal bone of the ring finger	None
Complete duplication of the proximal phalanx of the 4th finger	None
Rhomboid or triangular shaped little finger bone	None
Rhomboid or triangular shaped pinky finger bone	None
Rhomboid or triangular shaped pinkie finger bone	None
Rhomboid or triangular shaped 5th finger distal phalanx	None
Absent middle toe bones	None
Aplasia of the middle phalanges of the toes	None
Long outermost bone of finger	None
Long distal phalanx of finger	None
Aplasia of the middle phalanx of the 3rd toe	None
Absent middle phalanx of the 3rd toe	None
Absent middle bone of the 3rd toe	None
Absent middle phalanx of the third toe	None
Partial duplication of the proximal phalanx of the 4th finger	None
Partial duplication of the innermost bone of the ring finger	None
Abnormality of the lunate bone	None
Broad distal phalanges of the hand	None
Broad distal phalanx of finger	None
Broad outermost finger bone	None
Broad distal phalanx	None
Broad distal phalanges	None
Broad, square ends of distal phalanges	None
Spatulate terminal phalanges	None
Broad terminal phalanges	None
Abnormality of the 2nd toe	None
Enlargement of the wrists	None
Curved proximal phalanx of the 2nd toe	None
Curved innermost bone of 2nd toe	None
Contracture of the metatarsophalangeal joint of the 2nd toe	None
Abnormality of the calcaneus	None
Abnormal heel bone	None
Duplication of the middle phalanx of the 4th toe	None
Duplication of the middle bone of the 4th toe	None
Duplication of the middle phalanx of the fourth toe	None
Partial/complete duplication of the middle phalanx of the 4th toe	None
Angel-shaped phalanx	None
Fibular overgrowth	None
Overgrowth of calf bone	None
Absent end part of middle finger bone	None
Absent epiphyses of the 3rd finger	None
Bowed shinbone	None
Bowed tibia	None
Bowing of the tibia	None
Tibial bowing	None
Bowed shankbone	None
Bilateral camptodactyly	None
Hand monodactyly	None
Double 1st long bones of hand	None
Double first metacarpals	None
Decreased elbow extension	None
Limited extension at elbows	None
Limited elbow extension	None
Elbow limited extension	None
Limited forearm extension	None
Restricted elbow extension	None
Limitation of elbow extension	None
Distal shortening of ulna	None
Hypoplastic distal ulna	None
Distal ulnar hypoplasia	None
Progressive brachydactyly of middle and distal phalanges	None
Short middle and distal phalanges of digits ii through v	None
Brachytelomesophalangy	None
Progressive fusion 2nd-5th pip joints	None
Deviation of the 2nd toe	None
Displacement of the 2nd toe	None
Triangular shaped thumb bone	None
Triangular shaped thumb phalanx	None
Triangular shaped phalanges of the thumb	None
Triangular thumb phalanges	None
Hypoplastic radial head	None
Small radial head	None
Webbed 1st-2nd toes	None
1-2 toe complete cutaneous syndactyly	None
Aplastic/hypoplastic metacarpals	None
Hypoplastic/absent metacarpals	None
Hypoplastic metacarpals	None
Absent/underdeveloped long bones of hand	None
Absent or hypoplastic metacarpals	None
Hypoplastic/absent metacarpal bones	None
Metacarpal aplasia/hypoplasia	None
Absent/small long bones of hand	None
Aplasia/Hypoplasia involving the metacarpal bones	None
Triangular end part of the middle bone of the pinky finger	None
Delta-shaped epiphysis of the middle phalanx of the 5th finger	None
Triangular end part of the middle bone of the little finger	None
Triangular epiphysis of the middle phalanx of the 5th finger	None
Triangular end part of the middle bone of the pinkie finger	None
Increased bone density of end part of the outermost bone of the index finger	None
Ivory epiphysis of the distal phalanx of the 2nd finger	None
Ivory epiphysis of terminal index finger phalanx	None
Increased bone density in the outermost bone of the thumb	None
Sclerosis of the distal phalanx of the thumb	None
Short fourth toe proximal phalanx	None
Short proximal phalanx of the 4th toe	None
Hypoplastic/small proximal phalanx of the 4th toe	None
Short proximal phalanx of the fourth toe	None
Triangular end part of the innermost bone of the little toe	None
Triangular end part of the innermost bone of the pinkie toe	None
Triangular epiphysis of the proximal phalanx of the 5th toe	None
Triangular end part of the innermost bone of the pinky toe	None
Mitten deformity	None
Pseudosyndactyly	None
Absent end part of the 4th toe bone	None
Absent epiphyses of the 4th toe	None
Cortical thickening of humeral diaphysis	None
Sclerotic radial metaphysis with longitudinal striations	None
Proximally placed carpal bones	None
Absent middle bone of middle finger	None
Absent middle phalanx of 3rd finger	None
Aplasia of the middle phalanx of the 3rd finger	None
Absent middle phalanx of middle finger	None
Small epiphysis of the distal phalanx of the 2nd finger	None
Small end part of the outermost bone of the index finger	None
Abnormal middle phalanx morphology of the hand	None
Abnormality of the middle finger bones of the hand	None
Abnormality of the middle phalanges of the hand	None
Wide shaft of long bone	None
Broad long bone diaphyses	None
Broad shaft of long bone	None
Cone-shaped epiphyses of the fingers	None
Phalangeal cone-shaped epiphyses	None
Cone-shaped epiphyses of the phalanges of the hand	None
Cone-shaped phalangeal epiphyses	None
Cone-shaped epiphyses of hand	None
Cone-shaped epiphyses of phalanges	None
Coned epiphyses of hands	None
Coned epiphyses	None
Conical phalangeal epiphyses	None
Cone-shaped end part of finger bones	None
Fractured ulna	None
Absent ossification of the humeral epiphyses	None
Absent humeral epiphyseal ossification	None
Absent maturation of end part of long bone in upper arm	None
Congenital symmetrical palmoplantar keratosis	None
Uneven increase in bone density in the outermost bone of the 2nd finger	None
Patchy sclerosis of the distal phalanx of the 2nd finger	None
Bilateral single transverse palmar creases	None
Mirror image polydactyly	None
Mirror image duplication of digits	None
Absent innermost bone of middle finger	None
Aplasia of the proximal phalanx of the 3rd finger	None
Cortical thickening of the forearm bones	None
Medially deficient radial epiphyses	None
Broad middle phalanx of the 5th toe	None
Broad middle bone of the pinky toe	None
Broad middle bone of the pinkie toe	None
Broad middle bone of the little toe	None
Enlarged epiphyses of the thumb	None
Enlarged end part of thumb long bone	None
Enlarged thumb epiphysis	None
Externally rotated hips	None
Round radial epiphyses	None
Ulnar deviation of the 1st finger	None
Ulnar deviation of thumb	None
Curved thumb deviated towards palm	None
Irregular end part of the innermost bone of the ring finger	None
Irregular epiphysis of the proximal phalanx of the 4th finger	None
Contracture of the distal interphalangeal joint of the second toe	None
Contracture of the distal interphalangeal joint of the 2nd toe	None
Short middle finger phalanges	None
Absent/small middle finger bone	None
Small middle finger phalanges	None
Hypoplastic middle finger phalanges	None
Absent/underdeveloped middle finger bone	None
Aplasia/Hypoplasia of the phalanges of the 3rd finger	None
Osteolytic defects of the proximal phalanx of the hallux	None
Camptodactyly of the fifth toe	None
Camptodactyly of the 5th toe	None
Contractures of the proximal interphalangeal joint of the 5th toe	None
Flared metaphyses of the upper limbs	None
Flared upper limb metaphysis	None
Flared wide portion of the upper limb bone	None
Fused innermost and middle bone of index finger	None
Proximal/middle symphalangism of 4th finger	None
Absent end part of fingers	None
Absent epiphyses of the phalanges of the hand	None
Absent epiphyses of the fingers	None
Pectoral muscle hypoplasia/aplasia	None
Small/absent pec muscle	None
Underdeveloped/absent pec muscle	None
Abnormality of the end part of outermost shinbone	None
Abnormality of the distal tibial epiphysis	None
Abnormality of the end part of outermost shankbone	None
Absent of the outermost bone of the middle finger	None
Aplasia of the distal phalanx of the 3rd finger	None
Smaller or shorter than typical limbs	None
Micromelia	None
Irregular epiphysis of the proximal phalanx of the 4th toe	None
Irregular end part of the innermost bone of the 4th toe	None
Pseudoepiphyses of the 4th finger	None
Paresis of extensor muscles of the big toe	None
Bracket shaped end part of the middle bone of the 2nd toe	None
Bracket epiphysis of the middle phalanx of the 2nd toe	None
Fragmentation of the epiphysis of the proximal phalanx of the thumb	None
Fragmentation of end part of thumb innermost long bone	None
Slender middle phalanx of finger	None
Slender middle bone of finger	None
Patchy sclerosis of radial diaphysis	None
Abnormality of dorsoventral patterning of the limbs	None
Pseudoepiphysis of the distal phalanx of the hallux	None
Abnormality of the musculature of the upper arm	None
Flattened distal femoral epiphyses	None
Flat distal femoral epiphysis	None
Flat end part of outermost thighbone	None
Irregular ankle bone maturation	None
Irregular tarsal ossification	None
Irregular tarsal centers	None
Syndactyly of toes 2, 3 and 4	None
2-4 toe syndactyly	None
Syndactyly toes 2-4	None
Webbed 2nd-4th toes	None
Small epiphysis of the proximal phalanx of the 5th toe	None
Small end part of the innermost bone of the pinkie toe	None
Small end part of the innermost bone of the little toe	None
Small end part of the innermost bone of the pinky toe	None
Curvature of ring finger	None
Clinodactyly of the 4th finger	None
Triangular end part of the outermost bone of the big toe	None
Triangular epiphysis of the distal phalanx of the hallux	None
Duplication of the proximal phalanx of hand	None
Duplication of the innermost bones of hand	None
Partial/complete duplication of the proximal phalanges of the hand	None
Absent/small 4th long bone of hand	None
Absent/underdeveloped 4th long bone of hand	None
Aplasia/Hypoplasia of the 4th metacarpal	None
Tarsal osteovalgus	None
Fused innermost bone of index finger with 2nd long bone of hand	None
Symphalangism of the proximal phalanx of the 2nd finger with the 2nd metacarpal	None
Hypoplastic 2nd metacarpal	None
Rudimentary 2nd metacarpal	None
Shortened 2nd long bone of hand	None
Short 2nd metacarpal	None
Partial/complete duplication of phalanges of the 4th finger	None
Duplication of bones of the ring finger	None
Duplication of phalanx of 4th finger	None
Abnormality of the humeral diaphysis	None
Abnormality of shaft of long bone in upper arm	None
Duplication of innermost 2nd toe bone	None
Partial/complete duplication of the proximal phalanx of the 2nd toe	None
Duplication of the proximal phalanx of the second toe	None
Duplication of the proximal phalanx of the 2nd toe	None
Triangular shaped phalanges of the 5th toe	None
Triangular shaped little toe bone	None
Triangular shaped pinky toe bone	None
Triangular shaped pinkie toe bone	None
Abnormality of the 3rd toe	None
Complete duplication of the proximal phalanx of the 3rd finger	None
Complete duplication of the innermost bone of the 3rd finger	None
Prominent subcalcaneal fat pad	None
Curved 1st long bone of foot	None
Curved 1st metatarsal	None
Camptodactyly of 2nd finger	None
Contracture of the proximal interphalangeal joint of the 2nd finger	None
Camptodactyly of index finger	None
Camptodactyly of second finger	None
Broad proximal phalanx of toe	None
Broad innermost toe bone	None
Cortical subperiosteal resorption of humeral metaphyses	None
Complete duplication of the outermost bone of the big toe	None
Complete duplication of the distal phalanx of the hallux	None
Absent bones of the 4th toe	None
Aplasia of the phalanges of the 4th toe	None
Broad bones of ring finger	None
Broad phalanges of the 4th finger	None
Type E brachydactyly	None
Elongated radius	None
Sclerosis of the distal phalanx of the 3rd finger	None
Increased bone density in the outermost bone of the middle finger	None
Asymmetrical buttock crease	None
Asymmetrical gluteal crease	None
Asymmetrical horizontal gluteal crease	None
Asymmetrical gluteal sulcus	None
Excess nuchal skin	None
Thickened skin folds of neck	None
Thickened skin over the neck	None
Increased nuchal fold thickness	None
Thickened nuchal skin fold	None
Thickened nuchal skin	None
Abnormalities of placenta or umbilical cord	None
Only one artery in umbilical cord instead of two	None
2 vessel cord	None
Single umbilical artery	None
Two vessel umbilical cord	None
Two vessel cord	None
2 vessel umbilical cord	None
Short umbilical cord	None
Abnormality of prenatal development or birth	None
Prenatal movement abnormality	None
Abnormal intrauterine movements	None
Reduced fetal movements	None
Decreased fetal movements	None
Decreased fetal movement	None
Fetal hypokinesia	None
Less than 10 fetal movements in 12 hours	None
Reduced fetal movement	None
Decreased fetal activity	None
Decreased movement in utero	None
Abnormality of the amniotic fluid	None
Abnormal amniotic fluid	None
High levels of amniotic fluid	None
Hydramnios	None
Polyhydramnios	None
Maternal oligohydramnios	None
Low levels of amniotic fluid	None
Oligohydramnios	None
Fetal polyuria	None
Shortened gestation time	None
Premature birth	None
Premature delivery of affected infants	None
Premature delivery	None
Preterm delivery	None
Breech presentation at birth	None
Feet or buttocks of fetus positioned near opening of uterus	None
Breech presentation	None
Abnormal delivery	None
Delivery complication	None
Premature rupture of membranes	None
Hydrops fetalis	None
Non-immune fetal hydrops	None
Hydrops fetalis, non-immune	None
Hydrops fetalis, nonimmune	None
Nonimmune hydrops fetalis	None
Nonimmune hydrops	None
Early severe fetal akinesia sequence	None
Fetal akinesia	None
Fetal akinesia sequence	None
Prenatal maternal abnormality	None
Maternal health problem	None
Severe hydrops	None
Severe hydrops fetalis	None
Premature birth following premature rupture of fetal membranes	None
Premature delivery because of cervical insufficiency or membrane fragility	None
Miscarriage	None
Spontaneous abortion	None
Small placenta	None
Placental enlargement	None
Large placenta	None
Maternal hypertension	None
Maternal virilization in pregnancy	None
Low maternal serum estriol	None
Amniotic bands	None
Pseudoainhum	None
Amniotic constriction band	None
Amniotic constriction ring	None
gestational diabetes	None
Maternal diabetes	None
maternal hyperglycemia	None
Amniotic constriction rings of arms	None
Amniotic constriction rings of digits	None
Digital constriction ring	None
Amniotic constriction rings of legs	None
Fetal hyperkinesia	None
Increased fetal movement	None
Low maternal serum alpha-fetoprotein	None
Frank breech presentation	None
Complete breech presentation	None
Incomplete breech presentation	None
Fetal cystic hygroma	None
Increased nuchal translucency	None
Abnormality of the umbilical cord	None
Umbilical cord issue	None
Echogenic intracardiac focus	None
Echogenic fetal bowel	None
Echogenic bowel	None
Mild fetal hydronephrosis	None
Fetal pyelectasis	None
Fetal renal pelvic dilatation	None
Abnormality of umbilical vein blood flow	None
Mild fetal ventriculomegaly	None
Absence of stomach bubble on fetal sonography	None
Bilateral fetal pyelectasis	None
Bilateral fetal pyelectasia	None
Abnormal umbilical cord blood vessels	None
Abnormality of placental membranes	None
Caesarian section	None
Forceps delivery	None
Vacuum extraction	None
Vacuum-assisted vaginal delivery	None
Ventouse delivery	None
Shoulder dystocia	None
Hydropic placenta	None
Hydrops of the placenta	None
Calcified placenta	None
Placental thromboembolism	None
Placental infarction	None
Long umbilical cord	None
Abnormal insertion of umbilical cord	None
Vasa previa	None
Abruptio placentae	None
Placental abruption	None
Fetal ultrasound soft marker	None
Fetal choroid plexus cysts	None
Enlarged fetal cisterna magna	None
Short fetal thigh bone length	None
Short fetal femur length	None
Short fetal humerus length	None
Short fetal long bone in upper arm length	None
Underdeveloped fetal nose bone	None
Hypoplasia of fetal nasal bone	None
Fetal pinkie finger curvature	None
Fetal little finger curvature	None
Fetal pinky finger curvature	None
Fetal fifth finger clinodactyly	None
High maternal serum alpha-fetoprotein	None
High maternal serum chorionic gonadotropin	None
High maternal serum hCG	None
Low maternal serum hCG	None
Low maternal serum chorionic gonadotropin	None
Low maternal serum PAPP-A	None
Abnormal maternal serum screening	None
Maternal autoimmune disease	None
Maternal teratogenic exposure	None
Hyperemesis gravidarum	None
Meconium-stained amniotic fluid	None
Meconium staining of amniotic fluid	None
Meconium stained amniotic fluid	None
Nuchal cord	None
Maternal anticardiolipin antibody positive	None
Cephalohaematoma	None
Cephalohematoma	None
Skewed maternal X inactivation	None
Abnormal placental size	None
Fetal distress	None
Maternal fever in pregnancy	None
Maternal fever during pregnancy	None
Maternal fever during labor	None
Intrapartum fever	None
Maternal first trimester fever	None
Primary Caesarian section	None
Secondary Caesarian section	None
Vaginal birth after Caesarian	None
Delivery by Odon device	None
Induced vaginal delivery	None
Therapeutic abortion	None
Umbilical cord cyst	None
Umbilical cord knot	None
Umbilical vein varix	None
Umbilical cord hematoma	None
Umbilical cord haematoma	None
Marginal umbilical cord insertion	None
Marginal cord insertion	None
Velamentous cord insertion	None
Furcate cord insertion	None
Breus' mole	None
Subchorionic thrombohematoma	None
Subchorionic septal cyst	None
Single-twin demise	None
Intrauterine fetal demise of one twin after midgestation	None
Amniotic Sheet	None
Amniotic shelf	None
Low APGAR score	None
Low 1-minute APGAR score	None
Low one-minute APGAR score	None
Low five-minute APGAR score	None
Low 5-minute APGAR score	None
5-minute APGAR score of 0	None
5-minute APGAR score of 1	None
5-minute APGAR score of 2	None
5-minute APGAR score of 3	None
5-minute APGAR score of 4	None
5-minute APGAR score of 5	None
5-minute APGAR score of 6	None
1-minute APGAR score of 0	None
1-minute APGAR score of 1	None
1-minute APGAR score of 2	None
1-minute APGAR score of 3	None
1-minute APGAR score of 4	None
1-minute APGAR score of 5	None
1-minute APGAR score of 6	None
Twin to twin transfusion syndrome	None
Twin-to-twin transfusion	None
Postterm pregnancy	None
Female fetal virilization	None
Pregnancy exposure	None
Exposure during pregnancy	None
Ectopic pregnancy	None
Placental mesenchymal dysplasia	None
Hydatidiform mole	None
Lemon sign	None
Delayed umbilical cord separation	None
Neonatal omphalitis	None
Omphalitis	None
Preimplantation lethality	None
Preimplantation embryonic lethality	None
Four-vessel umbilical cord	None
Increased placental thickness	None
Placental thickness increased	None
Maternal thrombophilia	None
Eclampsia	None
Preeclampsia	None
Pre-eclampsia	None
Toxemia of pregnancy	None
Hypertensive disorder of pregnancy	None
High blood phenylalanine level in mother	None
Maternal hyperphenylalaninemia	None
Maternal seizures	None
Placental issue	None
Abnormality of the placenta	None
Choriocarcinoma	None
Chorangioma	None
Placental hamartoma	None
Spontaneous abortion, recurrent	None
Recurrent spontaneous abortion	None
Abnormal cord blood measurement	None
Abnormal blood gas level in cord blood	None
Hyperoxemia in cord blood	None
High cord blood oxygen level	None
Low cord blood oxygen level	None
Hypoxemia in cord blood	None
Hypercapnia in cord blood	None
High cord blood carbon dioxide level	None
Hypocapnia in cord blood	None
Low cord blood carbon dioxide level	None
Abnormal CO2 level in cord blood	None
Abnormal umbilical cord blood levels of carbon dioxide	None
Abnormal carbon dioxide level in cord blood	None
Abnormal oxygen level in cord blood	None
Abnormal O2 level in cord blood	None
Abnormal oxygen amount in umbilical cord blood	None
Abnormal cord blood oxygen levels	None
Lowset ears	None
Low-set ears	None
Low set ears	None
Melotia	None
Underdeveloped stem of antihelix	None
Antihelix, stem, underdeveloped	None
